question_name,tag1,tag2,tag3
统计美丽子数组数目,位运算,数组,哈希表
完成所有任务的最少时间,栈,贪心,数组
统计 K-Big 索引的数量,树状数组,线段树,数组
奇偶位数,位运算,None,None
执行操作后的最大 MEX,贪心,数组,哈希表
检查骑士巡视方案,深度优先搜索,广度优先搜索,数组
将钱分给最多的儿童,贪心,数学,None
最大化数组的伟大值,贪心,数组,双指针
修车的最少时间,数组,二分查找,None
吃掉所有谷子的最短时间,数组,二分查找,排序
子数组的最大频率分数,数组,哈希表,数学
从两个数字数组里生成最小数字,数组,哈希表,枚举
找到最大开销的子字符串,数组,哈希表,字符串
使子数组元素和相等,数组,数学,数论
图中的最短环,广度优先搜索,图,None
好二进制字符串的数量,动态规划,None,None
两个线段获得的最多奖品,数组,二分查找,滑动窗口
使前缀和数组非负,贪心,数组,堆（优先队列）
查询网格图中每一列的宽度,数组,矩阵,None
一个数组所有前缀的分数,数组,前缀和,None
二叉树的堂兄弟节点 II,树,深度优先搜索,广度优先搜索
设计可以求最短路径的图类,图,设计,最短路
统计桌面上的不同数字,数组,哈希表,数学
猴子碰撞的方法数,递归,数学,None
将珠子放入背包中,贪心,数组,排序
统计上升四元组,树状数组,数组,动态规划
好子序列的个数,哈希表,数学,字符串
保龄球游戏的获胜者,数组,模拟,None
找出叠涂元素,数组,哈希表,矩阵
前往目标的最小代价,图,数组,最短路
字典序最小的美丽字符串,贪心,字符串,None
设计一个待办事项清单,设计,数组,哈希表
重排水果,贪心,数组,哈希表
打家劫舍 IV,数组,二分查找,None
统计范围内的元音字符串数,数组,字符串,前缀和
从数量最多的堆取走礼物,数组,模拟,堆（优先队列）
填满背包的最大价格,贪心,数组,排序
找出可整除性得分最大的整数,数组,None,None
标记所有元素后数组的分数,数组,排序,模拟
美丽子集的数目,数组,动态规划,回溯
网格图中最少访问的格子数,栈,广度优先搜索,并查集
找出数组的串联值,数组,双指针,模拟
统计公平数对的数目,数组,双指针,二分查找
子字符串异或查询,位运算,数组,哈希表
最少得分子序列,双指针,字符串,二分查找
从一个范围内选择最多整数 II,贪心,数组,二分查找
更新数组后处理求和查询,线段树,数组,None
替换一个数字后的最大差值,贪心,数学,None
最小无法得到的或值,位运算,脑筋急转弯,数组
修改两个元素的最小分数,贪心,数组,排序
合并两个二维数组 - 求和法,数组,哈希表,双指针
找出对应 LCP 矩阵的字符串,贪心,并查集,数组
无平方子集计数,位运算,数组,数学
将整数减少到零需要的最少操作数,贪心,位运算,动态规划
在网格图中访问一个格子的最少时间,广度优先搜索,图,数组
求出最多标记下标,贪心,数组,双指针
找出字符串的可整除数组,数组,数学,字符串
左右元素和的差值,数组,前缀和,None
K 件物品的最大和,贪心,数学,None
质数减法运算,贪心,数组,数学
收集树中金币,树,图,拓扑排序
使数组元素全部相等的最少操作次数,数组,二分查找,前缀和
美数对,几何,数组,数学
最小化数对的最大差值,贪心,数组,二分查找
等值距离和,数组,哈希表,前缀和
对角线上的质数,数组,数学,矩阵
最长平衡子字符串,字符串,None,None
转换二维数组,数组,哈希表,None
老鼠和奶酪,贪心,数组,排序
最少翻转操作数,广度优先搜索,数组,有序集合
老人的数目,数组,字符串,None
矩阵中的和,数组,矩阵,排序
使数字变为非正数的最小操作次数,数组,二分查找,None
最大或值,贪心,位运算,数组
构造有效字符串的最少插入数,栈,贪心,字符串
一最多的行,数组,矩阵,None
统计 K-Free 子集的总数,数组,动态规划,排序
最小化旅行的价格总和,树,深度优先搜索,图
计算列车到站时间,数学,None,None
滑动子数组的美丽值,数组,哈希表,滑动窗口
倍数求和,数学,None,None
使数组所有元素变成 1 的最少操作次数,数组,数学,数论
一个小组的最大实力值,贪心,数组,回溯
字符串中的额外字符,字典树,数组,哈希表
购买两块巧克力,数组,排序,None
统计整数数目,数学,字符串,动态规划
网格图中鱼的最大数目,深度优先搜索,广度优先搜索,并查集
将数组清空,贪心,树状数组,线段树
找到两个数组的前缀公共数组,位运算,数组,哈希表
K 个元素的最大和,贪心,数组,None
找出不同元素数目差数组,数组,哈希表,None
频率跟踪器,设计,哈希表,None
有相同颜色的相邻元素数目,数组,None,None
使二叉树所有路径值相等的最小代价,贪心,树,数组
英雄的力量,数组,数学,动态规划
半有序排列,数组,模拟,None
找到最长的半重复子字符串,字符串,滑动窗口,None
移动机器人,脑筋急转弯,数组,前缀和
找出转圈游戏输家,数组,哈希表,模拟
相邻值的按位异或,位运算,数组,None
统计完全连通分量的数量,深度优先搜索,广度优先搜索,图
矩阵中移动的最大次数,数组,动态规划,矩阵
删除子串后的字符串最小长度,栈,字符串,模拟
对角线上不同值的数量差,数组,哈希表,矩阵
求一个整数的惩罚数,数学,回溯,None
修改图中的边权,图,最短路,堆（优先队列）
给墙壁刷油漆,数组,动态规划,None
收集巧克力,数组,枚举,None
k-avoiding 数组的最小总和,贪心,数学,None
找出最大的可达成数字,数学,None,None
寻找最大长度的未覆盖区间,数组,排序,None
字典序最小回文串,贪心,双指针,字符串
使所有字符相等的最小成本,贪心,字符串,动态规划
矩阵中严格递增的单元格数,记忆化搜索,数组,二分查找
移除字符串中的尾随零,字符串,None,None
巡逻的骑士,数组,回溯,矩阵
判断一个数是否迷人,哈希表,数学,None
最小化字符串长度,哈希表,字符串,None
找到矩阵中的好子集,贪心,位运算,数组
最大公约数遍历,并查集,数组,数学
执行子串操作后的字典序最小字符串,贪心,字符串,None
查询员工当前薪水,数据库,None,None
统计 Spotify 排行榜上艺术家出现次数,数据库,None,None
美丽下标对的数目,数组,数学,数论
找出最长等值子数组,数组,哈希表,二分查找
统计没有收到请求的服务器数目,数组,哈希表,排序
重新放置石块,数组,哈希表,排序
拆分循环链表,链表,双指针,None
既不是最小值也不是最大值,数组,排序,None
得到整数零需要执行的最少操作数,位运算,脑筋急转弯,None
查询后矩阵的和,数组,哈希表,None
最大和查询,栈,树状数组,线段树
即时食物配送 III,数据库,None,None
自行车的最后使用时间,数据库,None,None
查找活跃用户,数据库,None,None
从 Rope 树中提取第 K 个字符,树,深度优先搜索,二叉树
特殊元素平方和,数组,枚举,None
找出分区值,数组,排序,None
机器人碰撞,栈,数组,排序
最大字符串配对数目,数组,哈希表,字符串
特别的排列,位运算,数组,状态压缩
所有子数组中不平衡数字之和,数组,哈希表,有序集合
构造最长的新字符串,贪心,脑筋急转弯,数学
在连续天数上进行了最多交易次数的顾客,数据库,None,None
连续递增交易,数据库,None,None
字符串连接删减字母,数组,字符串,动态规划
达到末尾下标所需的最大跳跃次数,数组,动态规划,None
统计完全子数组的数目,数组,哈希表,滑动窗口
总行驶距离,数学,模拟,None
找到最短路径的 K 次跨越,图,最短路,堆（优先队列）
最长奇偶子数组,数组,滑动窗口,None
将数组划分成若干好子数组的方式,数组,数学,None
不间断子数组,队列,数组,有序集合
构造最长非递减子数组,数组,动态规划,None
最长交替子数组,数组,枚举,None
翻倍以链表形式表示的数字,栈,链表,数学
合并后数组中的最大元素,贪心,数组,None
和等于目标值的质数对,数组,数学,枚举
受欢迎度百分比,数据库,None,None
计算一个环形街道上的房屋数量,数组,交互,None
满足目标工作时长的员工数目,数组,None,None
包含三个字符串的最短字符串,贪心,字符串,枚举
使数组中的所有元素都等于零,数组,前缀和,None
得到 K 个半回文串的最少修改次数,双指针,字符串,动态规划
找到最近的标记节点,图,数组,最短路
按分隔符拆分字符串,数组,字符串,None
将一个数字表示成幂的和的方案数,动态规划,None,None
将字符串分割为最少的美丽子字符串,哈希表,字符串,动态规划
最长合法子字符串的长度,数组,哈希表,字符串
统计文本中单词的出现次数,数据库,None,None
故障键盘,字符串,模拟,None
将字符串中的元音字母排序,字符串,排序,None
合法分割的最小下标,数组,哈希表,排序
黑格子的数目,数组,哈希表,枚举
计算没有重复字符的子字符串数量,哈希表,字符串,滑动窗口
数组的最大美丽值,数组,二分查找,排序
检查数组是否是好的,数组,哈希表,排序
访问数组中的位置使分数最大,数组,动态规划,None
子序列最大优雅度,贪心,数组,哈希表
数组中的最大数对和,数组,哈希表,None
在链表中插入最大公约数,链表,数学,数论
将三个组排序,数组,二分查找,动态规划
树中可以形成回文的路径数,位运算,树,深度优先搜索
找出最安全路径,广度优先搜索,并查集,数组
统计趣味子数组的数目,数组,哈希表,前缀和
判断是否能拆分数组,贪心,数组,动态规划
统计和小于目标的下标对数目,数组,双指针,二分查找
数组是否表示某二叉树的前序遍历,栈,树,深度优先搜索
长度递增组的最大数目,贪心,数组,数学
使循环数组所有元素相等的最少秒数,数组,哈希表,None
统计范围内的步进数字数目,字符串,动态规划,None
特殊二叉树的高度,树,深度优先搜索,广度优先搜索
使数组和小于等于 x 的最少时间,数组,动态规划,排序
统计距离为 k 的点对,位运算,数组,哈希表
几乎唯一子数组的最大和,数组,哈希表,滑动窗口
取整购买后的账户余额,数学,None,None
判别首字母缩略词,数组,字符串,None
判断通过操作能否让字符串相等 II,哈希表,字符串,排序
销售利润最大化,数组,哈希表,二分查找
唯一类别的数量,并查集,计数,交互
统计对称整数的数目,数学,枚举,None
判断通过操作能否让字符串相等 I,字符串,None,None
限制条件下元素之间的最小绝对差,数组,二分查找,有序集合
操作使得分最大,栈,贪心,数组
航班入座率和等待名单分析,数据库,None,None
计算足够大的节点数,树,深度优先搜索,分治
范围中美丽整数的数目,数学,动态规划,None
循环增长使字符串子序列等于另一个字符串,双指针,字符串,None
距离原点最远的点,字符串,计数,None
字符串转换,数学,字符串,动态规划
使子序列的和等于目标的最少操作次数,贪心,位运算,数组
找出美丽数组的最小和,贪心,数学,None
找出第 K 个幸运数字,位运算,数学,字符串
构造乘积矩阵,数组,矩阵,前缀和
在传球游戏中最大化函数值,位运算,数组,动态规划
执行操作使两个字符串相等,字符串,动态规划,None
与车相交的点,数组,哈希表,前缀和
避免淹死并到达目的地的最短时间,广度优先搜索,数组,矩阵
收集元素的最少操作次数,位运算,数组,哈希表
使数组成为递增数组的最少右移次数,数组,None,None
生成特殊数字的最少操作,贪心,数学,字符串
完全子集的最大元素和,数组,数学,数论
最大二进制奇数,贪心,数学,字符串
判断能否在给定时间到达单元格,数学,None,None
统计一个字符串的 k 子序列美丽值最大的数目,贪心,哈希表,数学
可以被 K 整除连通块的最大数目,树,深度优先搜索,None
购买巧克力后的最小相对损失,数组,二分查找,前缀和
边权重均等查询,树,图,数组
将数组分割成最多数目的子数组,贪心,位运算,数组
删除数对后的最小数组长度,贪心,数组,哈希表
每个元素为最大值的最大范围,栈,数组,单调栈
和带限制的子多重集合的数目,数组,哈希表,动态规划
将石头分散到网格图的最少移动次数,广度优先搜索,数组,动态规划
计算 K 置位下标对应元素的和,位运算,数组,None
使数组为空的最少操作次数,贪心,数组,哈希表
最大合金数,数组,二分查找,None
总旅行距离,数据库,None,None
,数组,双指针,二分查找
让所有学生保持开心的分组方法数,数组,枚举,排序
可以到达每一个节点的最少边反转次数,深度优先搜索,广度优先搜索,图
和为目标值的最长子序列的长度,数组,动态规划,None
购买物品的最大开销,贪心,数组,矩阵
给定数字乘积的最小数字,贪心,数学,None
统计树中的合法路径数目,树,深度优先搜索,数学
美丽塔 II,栈,数组,单调栈
美丽塔 I,栈,数组,单调栈
子数组不同元素数目的平方和 II,树状数组,线段树,数组
有向图访问计数,图,记忆化搜索,动态规划
无限数组的最短子数组,数组,哈希表,前缀和
最长相邻不相等子序列 II,数组,字符串,动态规划
最长相邻不相等子序列 I,贪心,数组,字符串
所有单元格的远离程度之和,深度优先搜索,广度优先搜索,并查集
最短且字典序最小的美丽子字符串,字符串,滑动窗口,None
最小处理时间,贪心,数组,排序
有序三元组中的最大值 II,数组,None,None
对数组执行操作使平方和最大,贪心,位运算,数组
有序三元组中的最大值 I,数组,None,None
最高薪水差异,数据库,None,None
滚动平均步数,数据库,None,None
最长半递减数组,数组,哈希表,排序
计算每个区间内的订单,数据库,None,None
子数组不同元素数目的平方和 I,数组,哈希表,None
上一个遍历的整数,数组,模拟,None
找出满足差值条件的下标 I,数组,双指针,None
合法分组的最少组数,贪心,数组,哈希表
找出满足差值条件的下标 II,数组,双指针,None
数组的最小相等和,贪心,数组,None
分类求和并作差,数学,None,None
单词游戏,数组,数学,双指针
使二进制字符串变美丽的最少修改次数,字符串,None,None
元素和最小的山形三元组 I,数组,None,None
将相邻元素相乘后得到最小化数组,贪心,数组,动态规划
使数组变美的最小增量运算数,数组,动态规划,None
收集所有金币可获得的最大积分,位运算,树,深度优先搜索
找到 Alice 和 Bob 可以相遇的建筑,栈,树状数组,线段树
最大线性股票得分,数组,哈希表,None
找出数组中的 K-or 值,位运算,数组,None
平衡子序列的最大和,树状数组,线段树,数组
元素和最小的山形三元组 II,数组,None,None
价格递增的最大利润三元组 I,树状数组,线段树,数组
找到冠军 I,数组,矩阵,None
找到冠军 II,图,None,None
最大化数组末位元素的最少操作次数,数组,枚举,None
在树上执行操作以后得到的最大分数,树,深度优先搜索,动态规划
最大异或乘积,贪心,位运算,数学
找出强数对的最大异或值 I,位运算,字典树,数组
查找包含给定字符的单词,数组,字符串,None
区分黑球与白球,贪心,双指针,字符串
执行操作使频率分数最大,数组,二分查找,前缀和
找出强数对的最大异或值 II,位运算,字典树,数组
在网格上移动到目的地的方法数,数学,动态规划,组合数学
给小朋友们分糖果 I,数学,组合数学,枚举
重新排列后包含指定子字符串的字符串数目,数学,动态规划,组合数学
给小朋友们分糖果 II,数学,组合数学,枚举
高访问员工,数组,哈希表,字符串
回文串重新排列查询,哈希表,字符串,前缀和
价格递增的最大利润三元组 II,树状数组,线段树,数组
市场分析 III,数据库,None,None
找到两个数组中的公共元素,数组,哈希表,None
使三个字符串相等,字符串,None,None
统计美丽子字符串 II,哈希表,数学,字符串
购买水果需要的最少金币数,队列,数组,动态规划
统计美丽子字符串 I,字符串,枚举,前缀和
找到最大非递减数组的长度,栈,队列,数组
统计好分割方案的数目,数组,哈希表,数学
统计最大元素出现至少 K 次的子数组,数组,滑动窗口,None
最大化网格图中正方形空洞的面积,数组,排序,None
循环移位后的矩阵相似检查,数组,数学,矩阵
给小朋友们分糖果 III,数学,组合数学,None
关闭分部的可行集合数目,位运算,图,枚举
树中每个节点放置的金币数目,树,深度优先搜索,动态规划
交换得到字典序最小的数组,并查集,数组,排序
统计已测试设备,数组,模拟,None
找出峰值,数组,枚举,None
包含相等值数字块的数量,数组,二分查找,分治
统计完全子字符串,哈希表,字符串,滑动窗口
统计感冒序列的数目,数组,数学,组合数学
最多 K 个重复元素的最长子数组,数组,哈希表,滑动窗口
最小数字游戏,数组,排序,模拟
找出缺失和重复的数字,数组,哈希表,数学
移除后集合的最多元素数,贪心,数组,哈希表
使数组成为等数数组的最小代价,贪心,数组,数学
消除相邻近似相等字符,贪心,字符串,动态规划
需要添加的硬币的最小数量,贪心,数组,排序
子数组的最大 GCD-Sum,数组,数学,二分查找
执行操作后的最大分割数量,位运算,字符串,动态规划
双模幂运算,数组,数学,模拟
转换字符串的最小成本 I,图,数组,字符串
大于等于顺序前缀和的最小缺失整数,数组,哈希表,排序
可整除子串的数量,哈希表,字符串,计数
转换字符串的最小成本 II,图,字典树,数组
使 X 和 Y 相等的最少操作次数,广度优先搜索,记忆化搜索,动态规划
价值和小于等于 K 的最大数字,位运算,二分查找,动态规划
划分数组并满足最大差限制,贪心,数组,排序
最大频率元素计数,数组,哈希表,计数
统计强大整数的数目,数学,字符串,动态规划
通过操作使数组长度最小,贪心,数组,数学
找出数组中的美丽下标 I,双指针,字符串,二分查找
检查按位或是否存在尾随零,位运算,数组,None
同端子串的数量,数组,哈希表,字符串
统计移除递增子数组的数目 II,数组,双指针,二分查找
使数组异或和等于 K 的最少操作次数,位运算,数组,None
移除栅栏得到的正方形田地的最大面积,数组,哈希表,枚举
对角线最长的矩形的面积,数组,None,None
统计移除递增子数组的数目 I,数组,双指针,二分查找
对称坐标,数据库,None,None
可被整除的三元组数量,数组,哈希表,None
披萨配料成本分析,数据库,None,None
寻找数据科学家职位的候选人,数据库,None,None
最大化商品,数据库,None,None
根据长度分类三角形,数据库,None,None
二叉树节点,数据库,None,None
将数组分成最小总代价的子数组 II,数组,哈希表,滑动窗口
给定操作次数内使剩余元素的或值最小,贪心,位运算,数组
找到最大周长的多边形,贪心,数组,前缀和
将数组分成最小总代价的子数组 I,数组,枚举,排序
最大好子数组和,数组,哈希表,前缀和
找出出现至少三次的最长特殊子字符串 II,哈希表,字符串,二分查找
找出出现至少三次的最长特殊子字符串 I,哈希表,字符串,二分查找
购买水果需要的最少金币数 II,队列,数组,动态规划
匹配模式数组的子数组数目 I,数组,字符串匹配,哈希函数
捕获黑皇后需要的最少移动次数,数组,枚举,None
按距离统计房屋对数目 I,广度优先搜索,图,前缀和
找出网格的区域平均强度,数组,矩阵,None
最贵的无法购买的商品,数学,动态规划,数论
输入单词需要的最少按键次数 I,贪心,数学,字符串
输入单词需要的最少按键次数 II,贪心,哈希表,字符串
人员站位的方案数 II,几何,数组,数学
人员站位的方案数 I,几何,数组,数学
Alice 和 Bob 玩鲜花游戏,数学,None,None
找到每座城市的高峰通话时间,数据库,None,None
计算订单平均商品数量,数据库,None,None
找到第三笔交易,数据库,None,None
寻找房价最贵的城市,数据库,None,None
最大部门的经理,数据库,None,None
班级表现,数据库,None,None
贷款类型,数据库,None,None
最好的三家酒庄,数据库,None,None
标记所有下标的最早秒数 II,贪心,数组,二分查找
匹配模式数组的子数组数目 II,数组,字符串匹配,哈希函数
判断一个数组是否可以变为有序,位运算,数组,排序
标记所有下标的最早秒数 I,数组,二分查找,None
自整除排列的数量,位运算,递归,数组
将单词恢复初始状态所需的最短时间 II,字符串,字符串匹配,哈希函数
将单词恢复初始状态所需的最短时间 I,字符串,字符串匹配,哈希函数
修改数组后最大化数组中的连续元素数目,数组,动态规划,排序
子集中元素的最大数量,数组,哈希表,枚举
发生在周五的交易 I,数据库,None,None
发生在周五的交易 II,数据库,None,None
观众变主播,数据库,None,None
找出数组中的美丽下标 II,双指针,字符串,二分查找
相同颜色的最大子树,树,深度优先搜索,数组
统计前后缀下标对 II,字典树,数组,字符串
执行操作标记数组中的元素,数组,哈希表,排序
最大节点价值之和,贪心,位运算,树
进行操作使字符串为空,数组,哈希表,计数
统计前后缀下标对 I,字典树,数组,字符串
按距离统计房屋对数目 II,广度优先搜索,图,前缀和
边界上的蚂蚁,数组,前缀和,模拟
按键变更的次数,字符串,None,None
K 个不相交子数组的最大能量值,数组,动态规划,前缀和
出现频率最高的质数,数组,哈希表,数学
折线图上的最大交点数量,树状数组,几何,数组
求出所有子序列的能量和,数组,动态规划,排序
回文字符串的最大数量,贪心,数组,哈希表
相同分数的最大操作数目 II,记忆化搜索,数组,动态规划
相同分数的最大操作数目 I,数组,模拟,None
三角形类型,数组,数学,排序
可处理的最大删除操作数 I,数组,动态规划,None
分割数组,数组,哈希表,计数
求交集区域内的最大正方形面积,几何,数组,数学
在带权树网络中统计可连接服务器对数目,树,深度优先搜索,数组
拾起 K 个 1 需要的最少行动次数,贪心,数组,前缀和
执行操作使数据元素之和大于等于 K,贪心,数学,枚举
最长公共前缀的长度,字典树,数组,哈希表
修改矩阵,数组,矩阵,None
超过阈值的最少操作数 I,数组,None,None
超过阈值的最少操作数 II,数组,模拟,堆（优先队列）
在无限流中寻找模式 I,数组,字符串匹配,滑动窗口
重新分装苹果,贪心,数组,排序
在矩阵上写出字母 Y 所需的最少操作次数,数组,哈希表,计数
换水问题 II,数学,模拟,None
统计以给定字符开头和结尾的子字符串总数,数学,字符串,计数
元素和小于等于 k 的子矩阵的数目,数组,矩阵,前缀和
最高欺诈百分位数,数据库,None,None
快照分析,数据库,None,None
统计各位数字都不同的数字个数 II,哈希表,数学,动态规划
最小化曼哈顿距离,数组,数学,None
求出所有子序列的能量和,数组,动态规划,None
满足距离约束且字典序最小的字符串,贪心,字符串,None
将元素分配到两个数组中 I,数组,模拟,None
带权图里旅途的最小代价,位运算,并查集,图
每个字符最多出现两次的最长子字符串,哈希表,字符串,滑动窗口
将元素分配到两个数组中 II,树状数组,线段树,数组
幸福值最大化的选择方案,贪心,数组,排序
在无限流中寻找模式 II,数组,字符串匹配,滑动窗口
字符串及其反转中是否存在同一子字符串,哈希表,字符串,None
替换字符串中的问号使分数最小,贪心,哈希表,字符串
得到更多分数的最少关卡数目,数组,前缀和,None
数组中的最短非公共子字符串,字典树,数组,哈希表
员工项目分配,数据库,None,None
没有共同朋友的朋友,数据库,None,None
链表频率,哈希表,链表,计数
成为 K 特殊字符串需要删除的最少字符数,贪心,哈希表,字符串
最高频率的 ID,数组,哈希表,有序集合
找到所有不同的邮件域名,数据库,None,None
时间范围内的用户活动,数据库,None,None
求出加密整数的和,数组,数学,None
链表游戏的获胜者,链表,None,None
计算滞留雨水,数据库,None,None
使用按位查询猜测数字 I,位运算,交互,None
哈沙德数,数学,None,None
最长的严格递增或递减子数组,数组,None,None
交替子数组计数,数组,数学,None
最长公共后缀查询,字典树,数组,字符串
最大递增三元组,数组,有序集合,None
或值至少为 K 的最短子数组 II,位运算,数组,滑动窗口
或值至少 K 的最短子数组 I,位运算,数组,滑动窗口
矩阵中的字母数字模式匹配 I,数组,哈希表,字符串
使数组中位数等于 K 的最少操作数,贪心,数组,排序
查找热门话题标签,数据库,None,None
使字符串反回文,贪心,字符串,排序
查找突发行为,数据库,None,None
使用按位查询猜测数字 II,位运算,交互,None
查找热门话题标签 II,数据库,None,None
,哈希表,字符串,二分查找
分式化简,数组,数学,数论
覆盖,位运算,图,数组
发 LeetCoin,树状数组,线段树,数组
机器人大冒险,数组,哈希表,模拟
猜数字,数组,None,None
判定字符是否唯一,位运算,哈希表,字符串
判定是否互为字符重排,哈希表,字符串,排序
URL化,字符串,None,None
字符串压缩,双指针,字符串,None
字符串轮转,字符串,字符串匹配,None
移除重复节点,哈希表,链表,双指针
回文链表,栈,递归,链表
链表相交,哈希表,链表,双指针
环路检测,哈希表,链表,双指针
栈的最小值,栈,设计,None
化栈为队,栈,设计,队列
节点间通路,深度优先搜索,广度优先搜索,图
三合一,栈,设计,数组
栈排序,栈,设计,单调栈
最小高度树,树,二叉搜索树,数组
特定深度节点链表,树,广度优先搜索,链表
检查平衡性,树,深度优先搜索,二叉树
合法二叉搜索树,树,深度优先搜索,二叉搜索树
后继者,树,深度优先搜索,二叉搜索树
首个共同祖先,树,深度优先搜索,二叉树
插入,位运算,None,None
整数转换,位运算,None,None
配对交换,位运算,None,None
下一个数,位运算,None,None
回文排列,位运算,哈希表,字符串
旋转矩阵,数组,数学,矩阵
零矩阵,数组,哈希表,矩阵
删除中间节点,链表,None,None
链表求和,递归,链表,数学
堆盘子,栈,设计,链表
绘制直线,位运算,数组,数学
三步问题,记忆化搜索,数学,动态规划
幂集,位运算,数组,回溯
递归乘法,位运算,递归,数学
括号,字符串,动态规划,回溯
颜色填充,深度优先搜索,广度优先搜索,数组
堆箱子,数组,动态规划,排序
二进制数转字符串,位运算,数学,字符串
动物收容所,设计,队列,None
检查子树,树,深度优先搜索,二叉树
翻转数位,位运算,动态规划,None
硬币,数组,数学,动态规划
搜索旋转数组,数组,二分查找,None
八皇后,数组,回溯,None
魔术索引,数组,二分查找,None
无重复字符串的排列组合,字符串,回溯,None
稀疏数组搜索,数组,字符串,二分查找
交换数字,位运算,数学,None
单词频率,设计,字典树,数组
交点,几何,数学,None
井字游戏,数组,计数,矩阵
最小差,数组,双指针,二分查找
图书整理 II,栈,设计,队列
斐波那契数,记忆化搜索,数学,动态规划
寻找文件副本,数组,哈希表,排序
寻找目标值 - 二维数组,数组,二分查找,分治
跳跃训练,记忆化搜索,数学,动态规划
库存管理 I,数组,二分查找,None
字母迷宫,数组,字符串,回溯
路径加密,字符串,None,None
衣橱整理,深度优先搜索,广度优先搜索,动态规划
图书整理 I,栈,递归,链表
推理二叉树,树,数组,哈希表
砍竹子 I,数学,动态规划,None
砍竹子 II,数学,动态规划,None
训练计划 IV,递归,链表,None
子结构判断,树,深度优先搜索,二叉树
翻转二叉树,树,深度优先搜索,广度优先搜索
判断对称二叉树,树,深度优先搜索,广度优先搜索
有效数字,字符串,None,None
训练计划 I,数组,双指针,排序
位 1 的个数,位运算,None,None
螺旋遍历二维数组,数组,矩阵,模拟
训练计划 II,链表,双指针,None
"Pow(x, n)",递归,数学,None
报数,数组,数学,None
模糊搜索验证,递归,字符串,动态规划
训练计划 III,递归,链表,None
删除链表的节点,链表,None,None
复杂链表的复制,哈希表,链表,None
库存管理 III,数组,分治,快速选择
最小栈,栈,设计,None
数据流中的中位数,设计,双指针,数据流
连续天数的最高销售额,数组,分治,动态规划
将二叉搜索树转化为排序的双向链表,栈,树,深度优先搜索
验证图书取出顺序,栈,数组,模拟
序列化与反序列化二叉树,树,深度优先搜索,广度优先搜索
套餐内商品的排列顺序,字符串,回溯,None
数字 1 的个数,递归,数学,动态规划
库存管理 II,数组,哈希表,分治
彩灯装饰记录 I,树,广度优先搜索,二叉树
彩灯装饰记录 II,树,广度优先搜索,二叉树
找到第 k 位数字,数学,二分查找,None
彩灯装饰记录 III,树,广度优先搜索,二叉树
验证二叉搜索树的后序遍历序列,栈,树,二叉搜索树
招式拆解 II,队列,哈希表,字符串
二叉树中和为目标值的路径,树,深度优先搜索,回溯
交易逆序对的总数,树状数组,线段树,数组
计算二叉树的深度,树,深度优先搜索,广度优先搜索
撞色搭配,位运算,数组,None
训练计划 VI,位运算,数组,None
查找总价格为目标值的两个商品,数组,双指针,二分查找
破解闯关密码,贪心,字符串,排序
文件组合,数学,双指针,枚举
解密数字,字符串,动态规划,None
训练计划 V,哈希表,链表,双指针
珠宝的最高价值,数组,动态规划,矩阵
字符串中的单词反转,双指针,字符串,None
统计目标成绩的出现次数,数组,二分查找,None
动态口令,数学,双指针,字符串
点名,位运算,数组,哈希表
招式拆解 I,哈希表,字符串,滑动窗口
寻找二叉搜索树中的目标节点,树,深度优先搜索,二叉搜索树
丑数,哈希表,数学,动态规划
加密运算,位运算,数学,None
望远镜中最高的海拔,队列,数组,滑动窗口
设计自助结算系统,设计,队列,单调队列
按规则计算统计结果,数组,前缀和,None
统计结果概率,数学,动态规划,概率与统计
把字符串转换成整数 (atoi),字符串,None,None
文物朝代判断,数组,排序,None
判断是否为平衡二叉树,树,深度优先搜索,二叉树
破冰游戏,递归,数学,None
买卖芯片的最佳时机,数组,动态规划,None
设计机械累加器,位运算,递归,脑筋急转弯
二叉搜索树的最近公共祖先,树,深度优先搜索,二叉搜索树
二叉树的最近公共祖先,树,深度优先搜索,二叉树
有重复字符串的排列组合,字符串,回溯,None
最大数值,位运算,脑筋急转弯,数学
运算,设计,数学,None
生存人数,数组,计数,None
跳水板,数组,数学,None
平分正方形,几何,数学,None
最佳直线,几何,数组,哈希表
珠玑妙算,哈希表,字符串,计数
部分排序,栈,贪心,数组
连续数列,数组,分治,动态规划
模式匹配,数学,字符串,回溯
水域大小,深度优先搜索,广度优先搜索,并查集
一次编辑,双指针,字符串,None
返回倒数第 k 个节点,链表,双指针,None
分割链表,链表,双指针,None
求和路径,树,深度优先搜索,二叉树
二叉搜索树序列,树,二叉搜索树,回溯
迷路的机器人,数组,动态规划,回溯
合并排序的数组,数组,双指针,排序
峰与谷,贪心,数组,排序
汉诺塔问题,递归,数组,None
排序矩阵查找,数组,二分查找,分治
阶乘尾数,数学,None,None
整数的英语表示,递归,数学,字符串
BiNode,栈,树,深度优先搜索
恢复空格,字典树,数组,哈希表
最小K个数,数组,分治,快速选择
最长单词,字典树,数组,哈希表
按摩师,数组,动态规划,None
多次搜索,字典树,数组,哈希表
不用加号的加法,位运算,数学,None
LRU 缓存,设计,哈希表,链表
计算器,栈,数学,字符串
连续中值,设计,双指针,数据流
直方图的水量,栈,数组,双指针
单词转换,广度优先搜索,哈希表,字符串
布尔运算,记忆化搜索,字符串,动态规划
消失的数字,位运算,数组,哈希表
